S.No,File,Requirement,Type,fine_grained_class
640,13,The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,SE,NFR-SE
641,13,The WCS system shall not allow automatic logins by any user. Cookies containing WCS login information about a user will not be stored on a user\92s computer.,SE,NFR-SE
642,14,Each team owner will need to use a username and password in order to be authenticated to reach the team owner\92s page,SE,NFR-SE
643,14,The Commissioner will be the only authorized user per league to adjust league settings.,SE,NFR-SE
644,14,Each page shall contain a navigation menu which shows the index into which the current page is contained.,LF,NFR-LF
645,14,Each page shall contain a similar format with action items in one location and navigation buttons in a different location.,LF,NFR-LF
646,14,The message board shall contain the 5 most recently posted messages on the league page. The messages will contain up to the first 150 characters of the message.,LF,NFR-LF
647,14,A new user shall be able to navigate through the league and team pages within 30 seconds of reaching the start-up page.,US,NFR-US
648,14,Users shall be able to reach the \91add\92  \91drop\92  and \91trade player\92 pages with one click from the team owner\92s page.,US,NFR-US
649,14,Users shall be able to view at least 25 NFL player statistics and points on each page.,US,NFR-US
650,14,The application shall ask the user to confirm dropping a player or trading a player before performing the action.,US,NFR-US
651,14,The application shall be able to complete every user transaction within one fourth of a second of receiving the request over the network.,PE,NFR-PE
652,14,The application shall have a downtime of at most 10 minutes per year.,A,NFR-A
653,14,The application shall run on a web application server.,O,NFR-O
654,14,A primary database will be used to store cached data for active users.,O,NFR-O
655,14,A secondary database will be used to store historical statistics and data.,O,NFR-O
656,14,Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.,MN,NFR-MN
657,14,New System version releases shall be released at the beginning of each NFL season.,MN,NFR-MN
658,15,The RFS system should be available 24/7  especially during the budgeting period. The RFS system shall be available 90% of the time all year  and 98% during the budgeting period. 2% of the time  the system will become available within 1 hour of the time that the situation is reported.,A,NFR-A
659,15,98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space:  400MB.,O,NFR-O
660,15,98% of the user workstations shall meet the minimum software requirements prior to implementation: Microsoft Internet Explorer 5.0. Microsoft .NET Framework 1.1. Microsoft Internet Explorer Web Controls,O,NFR-O
661,15,The RFS system should be able to easily interface with the BDW environment  in order to load the data. \95	7 data files shall be received from the BDW and loaded into the RFS system within 3 hours one day prior to the start of budgeting process  every year. The data will be as of October month-end. 	Test files (7) shall be loaded up to 5 times throughout the year  from the BDW.,O,NFR-O
662,15,Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.,MN,NFR-MN
663,15,New branches/complexes/districts/regions and revenue/expense accounts added to the BDW  must be reflected in the RFS system. 100% of the entities (mentioned above) available as of October month-end  will be loaded into the RFS system  prior to the budget start process.,MN,NFR-MN
664,15,Only authorized user shall access the RFS system. ONLY users that exist in the UAS system  with the RFS system assigned to their role(s)  shall access the RFS system and use it.,SE,NFR-SE
665,15,User access should be limited to the permissions granted to their role(s) Each level in the PCG hierarchy will be assigned a role and users will be assigned to these roles. Access to functionality within RFS system is dependent on the privileges/permission assigned to the role..,SE,NFR-SE
666,15,The product must comply with the intranet page standards and requirements of ENET Securities. 95% of the product look & feel will be approved by the Architecture group  prior to implementation. The remaining 5% will be corrected and approved within one month of product release.,LF,NFR-LF
667,15,The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.,LF,NFR-LF
668,15,The users should be able to easily use the system to successfully complete their budgets  within the stipulated time for completion. With a week of training prior to product implementation  98% of the users shall complete their budgets within the stipulated time.,US,NFR-US
669,15,The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time  the response time should not be more than 10 seconds.not be more than 10 seconds.,PE,NFR-PE
670,16,The system shall operate on Unix and Windows operating systems.,PO,NFR-PO
671,16,The system shall be evoked by typing âpineâ into a command or shell prompt.,O,NFR-O
672,16,The system shall use the SMTP mail protocol.,O,NFR-O
673,16,The system shall support the ability to perform a send and receive operation.,F,FR-Integration
674,16,The system shall support the ability to perform a send only operation.,F,FR-Integration
675,16,The system shall support the ability to perform a receive only operation.,F,FR-Integration
676,16,The system shall use a text-based interface to display a listing of available mail.,LF,NFR-LF
677,16,The system shall have a help system that offers tips and explanation for each screen and each item on the screens upon demand.,US,NFR-US
678,16,The system shall display and embed in each message a date/timestamp of when the message was sent.,F,FR-Notification
679,16,The system shall allow a text search that users may use to find mail messages.,F,FR-Notification
680,16,The system search feature should support the use of regular expressions in search.,F,FR-Integration
681,17,The system shall provide an option to withdraw money.,F,FR-Integration
682,17,The system shall query the user for the amount of money.,F,FR-Integration
683,17,The system shall query the user for the account type.,F,FR-Integration
684,17,The system shall validate the amount is available in the userâs account before releasing funds to the user.,F,FR-Integration
685,17,The system shall validate the amount is a multiple of $20.,F,FR-Integration
686,17,The system shall debit the userâs account upon withdrawal of funds.,F,FR-Integration
687,17,The system shall be able to issue a specific amount of money to the user.,F,FR-Integration
688,18,The meeting scheduler system shall be able to select a participant as an important participant.,F,FR-Integration
689,18,The meeting scheduler system shall cancel a meeting due to canceling of an important participant.,F,FR-Integration
690,18,The meeting scheduler system shall reschedule a meeting to support conflict resolutions.,F,FR-Integration
691,18,The meeting scheduler shall be accessed from the Web.,O,NFR-O
692,18,The meeting scheduler system may (optionally) automatically propose another meeting if current meeting is canceled by an important participant.,F,FR-Integration
693,18,The meeting scheduler system may provide the âmeeting initiatorâ a summary of the scan of âpotential meeting participantsâ showing available âtime slotsâ and schedule conflicts as a means of informing the âmeeting initiatorâ of the overall results of the system.,F,FR-Integration
694,18,The meeting scheduler system may be able to include an agenda for a meeting proposal.,F,FR-Integration
695,18,The meeting scheduler system may suggest a âvirtual meetingâ for available âtime slotsâ if no location is available or feasible for the meeting.,F,FR-Integration
696,18,The meeting scheduler system may be able to include a list of required equipment for a meeting proposal.,F,FR-Integration
697,18,A meeting scheduler system will temporarily reserve the âtime slotsâ for the proposed meeting.,F,FR-Integration
698,18,A meeting scheduler system will inform the âpotential meeting participantâ of the meeting.,F,FR-Integration
699,19,The system must be easy to use by both managers and chefs such that they do not need to read an extensive amount of manuals.,US,NFR-US
700,19,The system must be quickly accessible by both managers and chefs.,US,NFR-US
701,19,The system must be intuitive and simple in the way it displays all relevant data and relationships.,US,NFR-US
702,19,The menus of the system must be easily navigable by the users with buttons that are easy to understand.,US,NFR-US
703,19,All the functions of the system must be available to the user every time the system is turned on.,A,NFR-A
704,19,The calculations performed by the system must comply according to the norms set by the user and should not vary unless explicitly changed by the user.,L,NFR-L
705,19,The client should agree to EULA before using our software.,L,NFR-L
706,20,All Web pages generated by the system shall be fully downloadable in no more than 10 seconds over a 40KBps modem connection.,PE,NFR-PE
707,20,Responses to queries shall take no longer than 7 seconds to load onto the screen after the user submits the query.,PE,NFR-PE
708,20,The system shall display confirmation messages to users within 4 seconds after the user submits information to the system.,PE,NFR-PE
709,20,All network transactions that involve financial information or personally identifiable information shall be encrypted.,SE,NFR-SE
710,20,Users shall be required to log in to the Cafeteria Ordering System for all operations except viewing a menu.,F,FR-Integration
711,20,Patrons shall log in according to the restricted computer system access policy.,SE,NFR-SE
712,20,The system shall permit only cafeteria staff members who are on the list of authorized Menu Managers to create or edit menus.,F,FR-Integration
713,20,Only users who have been authorized for home access to the corporate Intranet may use the COS from non-company locations.,SE,NFR-SE
714,21,Programmers and application developers will have access to source code to address bugs or system enhancements as deemed necessary. Network Administrator and DBA support is also required to maintain a 24x7 system uptime.,A,NFR-A
715,21,System security and access levels are provided in the online system. There are varying levels of system access and functional authority. Each studentâs access is limited to his/her own registration records. Only authorized system administrator(s) has access to all student registration records.,SE,NFR-SE
716,21,The online registration system is âself-service styleâ system that shall initially address the student registration needs.,F,FR-Integration
717,22,All data entry forms for the application should match their Microsoft Excel hardcopy counterparts as closely as possible. Hardcopies of these forms were provided to the design team during the second requirements interview.,O,NFR-O
718,23,95% of users will not need to read the user manual to be able to use the application.,US,NFR-US
719,23,Changes made to the Manage My ID website can be adopted without altering the iOS application.,MN,NFR-MN
720,24,The application should be connected to the Internet.,A,NFR-A
721,24,The application should be connected to the GPS device.,A,NFR-A
722,24,The application should be easy to extend. The code should be written in a way that it favors implementation of new functions.,MN,NFR-MN
723,24,Test environments should be built for the application to allow testing of the applications different functions.,MN,NFR-MN
724,24,The application should be portable with iOS and Android.,PO,NFR-PO
725,25,The system shall show a tabbed display (or equivalent functionality) with the campus map on one tab and info on the most recently announced building on the other.,LF,NFR-LF
726,25,The system shall allow the user to scroll the campus map from the campus map tab.,US,NFR-US
727,25,The campus map shall provide visual clues regarding what areas have prepared audio and therefore may be selected.,LF,NFR-LF
728,25,The campus map shall have a pause/resume button. The pause and resume button will allow the user to scroll and select other buildings without being interrupted by the automatic search and announce feature.,LF,NFR-LF
729,25,The system shall provide a way to return to the startup screen.,US,NFR-US
730,26,It should generate a report about registered complaint to the admin and response report to the user who has submitted his queries.,F,FR-Data
731,26,The system should maintain correct schedules of labs and the documentation of all the lab equipment.,F,FR-Integration
732,27,The system should use the company colors and logos.,LF,NFR-LF
733,27,The system shall be capable of restoring itself to its previous state in the event of failure (e.g. a system crash or power loss).,FT,NFR-FT
734,27,The system shall be able to display a menu at all times to facilitate manual order taking should the need arise.,LF,NFR-LF
735,27,The system shall utilise periodic 30-second keep-alive messages between tablets and the server to monitor tablet operational status.,O,NFR-O
736,27,The system shall flag tablets that fail to send timely keep-alive messages as non-operational and disassociate the assigned waiter from the tablet.,FT,NFR-FT
737,27,A waiter password used for tablet login must have a bit-strength of at least 64 bits.,SE,NFR-SE
738,27,A waiter password used for tablet login must be changed every three months.,SE,NFR-SE
739,27,A waiter shall only be able to log into one tablet at any given instance of time.,SE,NFR-SE
740,27,A waiter that attempts to log into a second tablet while already logged into another tablet shall be rejected and notified through both tablets.,SE,NFR-SE
741,27,A display shall not require a user to log in.,SE,NFR-SE
742,27,A surface computer shall not require a user to log in.,SE,NFR-SE
743,27,A tablet shall require a user to log in using a username and password.,SE,NFR-SE
744,28,The system will fully function in major browsers.,PO,NFR-PO
745,28,The system will support mobile users in some way.,PO,NFR-PO
746,29,Responses to view information shall take no longer than 5 seconds to appear on the screen.,PE,NFR-PE
747,29,The system shall accommodate large data items without fault.,FT,NFR-FT
748,29,System will use secured database.,SE,NFR-SE
749,29,Unauthorised users can only read data without modifying anything.,SE,NFR-SE
750,29,ABS shall handle all expected and unexpected errors in ways that prevent loss in information and long downtime period.,FT,NFR-FT
751,30,Authenticate and Login user to the web app.,F,FR-Integration
752,30,Enable new users to register to the tech support system.,F,FR-Integration
753,30,Enable a registered user to change his password if he forgets his password.,F,FR-UI
754,30,Enable a registered user to view his profile. Additional information viz. questions asked by him and answers posted by him are also displayed.,F,FR-UI
755,30,Enable a user to view questions and their corresponding answers.,F,FR-UI
756,30,Enable a logged in user to ask questions.,F,FR-UI
757,30,Enable a logged in user to post answers.,F,FR-UI
758,30,Enable a logged in user to up vote and down vote answers.,F,FR-UI
759,30,Provide an interface for the admin to approve posts so that posts are not visible without admin approval.,F,FR-UI
760,30,Enable the admin to generate reports which contains all the posts and their corresponding replies.,F,FR-UI
761,30,Information transmission should be securely transmitted to server without any changes in information.,SE,NFR-SE
762,30,Be intuitive even to first time users,LF,NFR-LF
763,31,Flea Market system will interface with the web server and RDBMS software using APIs provided by the implementation language,O,NFR-O
764,31,All transactions at the Flea Market require a valid user ID and password.,SE,NFR-SE
765,31,Secure data transfer over the Internet could be provided using SSL encryption that will be configured by the host system administrator.,SE,NFR-SE
766,31,The IP addresses where the transaction was made from will be logged.,SE,NFR-SE
767,31,User passwords will be stored in the database in an encrypted format.,SE,NFR-SE
768,31,Most of the system functions will be controlled using the administrative interface.,F,FR-Integration
769,31,Detailed documentation of the code and SRS will enable easy maintenance of the Flea Market.,MN,NFR-MN
770,32,Information recorded must include an optional field for context.,F,FR-Data
771,32,Information should be tagged according to who is entering the data.,F,FR-Data
772,32,It must be able to download the most recent medical record.,F,FR-Data
773,32,It must store the most recent copy of information in its application data folder.,F,FR-Data
774,32,It must only update the parts that have changed when connecting to the server.,O,NFR-O
775,32,It must be able to change and update information on the server.,O,NFR-O
776,32,The application must log the user out when it is exited.,SE,NFR-SE
777,32,A correct combination of username and password is required for a user to login.,SE,NFR-SE
778,32,It should give a drill-down view of all data in the medical record after logging in.,LF,NFR-LF
779,32,The user must be able to set an option to hide information based on who has tagged it.,F,FR-UI
780,32,The user must be able to add photos from his/her photo library to his/her medical record.,F,FR-Data
781,32,It must allow a user to login.,F,FR-UI
782,32,It must allow a user to logout.,F,FR-UI
783,32,All information must be viewable on the website.,F,FR-UI
784,32,All information must be updatable on the website.,F,FR-UI
785,32,It must allow a user to download a backup of their medical information.,F,FR-Data
786,32,Logout must be automatic after 1 hour of inactivity.,SE,NFR-SE
787,32,Full data backups must be created daily.,SE,NFR-SE
788,32,A user must be logged on to be able to view or edit any medical information.,F,FR-UI
789,32,Each account must securely store all of its data.,SE,NFR-SE
790,32,Each account must have a separate identifying account number.,F,FR-UI
791,33,The system shall allow user to choose filling that they want.,F,FR-Integration
792,33,The system shall allow user to choose their preferable topping.,F,FR-Integration
793,33,The system shall allow user to decorate their doughnut.,F,FR-Integration
794,33,The system shall give the user an opportunity for the user to choose the selection of doughnut provided.,F,FR-Integration
795,33,The system should take the customer name.,F,FR-Integration
796,33,The system should keep the customer contact number.,F,FR-Integration
797,33,The system should keep the customer email.,F,FR-Integration
798,33,The system should ask the user to key in the pickup date.,F,FR-Integration
799,33,The system should require the user to state time when should the doughnut be delivered.,F,FR-Integration
800,33,The system should have to keep the location where the doughnut will be send.,O,NFR-O
801,33,The website is available whenever the users want to use it.,A,NFR-A
802,34,The system use SSL (secured socket layer) in all transactions that include any confidential customer information.,SE,NFR-SE
803,34,The system must automatically log out all customers after a period of inactivity.,SE,NFR-SE
804,34,The system should not leave any cookies on the customerâs computer containing the userâs password.,SE,NFR-SE
805,34,The systemâs back-end servers shall only be accessible to authenticated administrators.,SE,NFR-SE
806,34,Sensitive data will be encrypted before being sent over insecure connections like the internet.,SE,NFR-SE
807,34,The system provides storage of all databases on redundant computers with automatic switchover.,O,NFR-O
808,34,The reliability of the overall program depends on the reliability of the separate components. The main pillar of reliability of the system is the backup of the database which is continuously maintained and updated to reflect the most recent changes.,FT,NFR-FT
809,34,An end-user may use this system on any OS; either it is Windows or Linux.,PO,NFR-PO
810,35,The logo and the current basic design of registration system should be displayed. The system should be attractive according to the clients. The design and the color should make users feel comfortable when using the system instead of flashing useless colors on the screen. The design should also reflect the seriousness of the environment.,LF,NFR-LF
811,35,The system should be able to manage all the information incoming from the database and the catalogue.,O,NFR-O
812,35,The product is Web based therefore it will be used in any environment that allows Web access.,PO,NFR-PO
813,35,For the system to successfully operate the registration system should be integrated with other IT services and the portal.,O,NFR-O
814,35,The system should need to be entirely self-supporting since the users would be using it only to register courses.,US,NFR-US
815,35,The Web interface should be compatible with standards in order to be usable via all major Web browsers in a wide variety of environments.,PO,NFR-PO
816,35,Everyone (stakeholders and guests) can have access to the system and the catalogue. Every client must have secure and private access to his/her data. The  and the service man can have access to every part of the system. All these accesses (except the âguest tourâ access) require identification through ID and password.,SE,NFR-SE
817,35,The system will develop a security system that will reduce to the minimum the possibility of corruption from systems and/or humans.,SE,NFR-SE
818,36,The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.,FT,NFR-FT
819,36,The system shall be available 99.5% of the time.,A,NFR-A
820,36,The software system needs a robust security mechanism in place so that unauthorized users are not allowed access to parts of the system.,SE,NFR-SE
821,36,Each user shall either be trusted or not trusted.,SE,NFR-SE
822,36,All source code and development related documents shall be controlled under a version control system.,MN,NFR-MN
823,36,All source code shall adhere to an agreed upon and well-defined set of coding standards for each development language used.,MN,NFR-MN
824,36,Since the software must run on several popular hardware platforms and the goal is to achieve a reasonable level of platform independence.,PO,NFR-PO
825,37,High level of performance requires high speed network and high level of connectivity.,PE,NFR-PE
826,37,The available server must be reliable and the network connectivity in the supermarket should be proper for smooth flow of all operations and data.,O,NFR-O
827,37,Every user of the software is provided a unique login ID and a password which is stored in the database hashed by SHA2 algorithm.,SE,NFR-SE
828,37,The software is available for use from the supermarket opening time to the closing time.,A,NFR-A
829,38,The system shall accommodate high number of items and users without any fault.,FT,NFR-FT
830,38,System use shall not cause any harm to human users.,SE,NFR-SE
831,38,System will use secured database,SE,NFR-SE
832,38,Normal users can just read information but they cannot edit or modify anything except their personal and some other information.,SE,NFR-SE
833,38,System will have different types of users and every user has access constraints.,SE,NFR-SE
834,38,Control the database and keep track of all records of customers and employee details.,F,FR-Data
835,38,Contact with the vendors and give permission to sell their product under the site after testing the productâs quality.,F,FR-UI
836,38,View the details of all employees and control the whole site.,F,FR-UI
837,38,Customers must have a valid login id to enter into the site.,SE,NFR-SE
838,38,New users can sign up by creating new ID.,F,FR-UI
839,38,Can view all available products and can compare them and make a choice for purchasing products.,F,FR-UI
840,38,Can purchase any product through valid credit card.,F,FR-UI
841,38,Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.,F,FR-Integration
842,38,Customer must logout of the site after purchasing products.,F,FR-UI
843,38,Can only visit the site without registration.,F,FR-UI
844,38,Vendors must take permission from the Administrator for selling their products under the site. Administrator will test productâs quality according to its market price to permit vendor for selling purpose.,F,FR-UI
845,38,Can consult with the Administrator regarding productâs quality and advertisements.,F,FR-UI
846,38,View the personal details of the customer.,F,FR-UI
847,38,Responsible for properly allocating the selected product according to the customerâs choice and delivering product to the customer.,F,FR-UI
848,38,Keep track of each product itemâs stocks for selling purpose.,F,FR-UI
849,38,Responsible for informing administrator when any product itemâs stock goes under the minimum level.,F,FR-UI
850,38,Taking permission from the Administrator for the product to be purchased from vendor.,F,FR-UI
851,38,Responsible for managing stocks of each product items.,F,FR-UI
852,38,Keep track of all the payment transactions made by the customers and update the payment information.,F,FR-Data
853,38,Responsible for contacting the banks for the validation of the a/c number provided by the customer while purchasing and make the transaction from the given a/c.,F,FR-Logic
854,38,Consult with the Administrator about the payment details of the customers for the updating of the database.,F,FR-Data
855,38,Provide feasible solutions to the customers on their complaints and queries.,F,FR-Data
856,39,The system should require the user to state time when should the doughnut be delivered,F,FR-Integration
857,40,The system is expected to have reasonable short time response. The voter should be able to login and should be able to get response for his requests in 2-3 seconds.,PE,NFR-PE
858,40,The data transaction between client and server must be encrypted using SSL technology.,SE,NFR-SE
859,40,All the passwords that are generated or accepted must be stored in database in an encrypted form.,SE,NFR-SE
860,40,To prevent attacks the system should generate random word and ask the user to enter it correctly for multiple tryings.,SE,NFR-SE
861,40,The system should warn ECA users about the malfunction of the system.,FT,NFR-FT
862,40,The system should be simple to use,LF,NFR-LF
863,42,The physician/pharmacist must have a valid user login to access the system.,F,FR-Integration
864,42,A failed login will alert the physician/pharmacist.,F,FR-Notification
865,42,A list of available patients is displayed after login.,F,FR-UI
866,42,An error message alerts when an invalid patient is entered.,F,FR-Notification
867,42,Backspace/reset capability is implemented for typing errors.,F,FR-UI
868,42,Selected or specified patientâs information is loaded.,F,FR-UI
869,42,Return to List is available if the patient loaded is not correct.,F,FR-UI
870,42,Navigation to each selected tab.,F,FR-UI
871,42,The font will be larger enough for easy reading.,F,FR-UI
872,42,Icons will clearly illustrate the feature it represents.,F,FR-UI
873,42,Basic Patient information is showed first.,F,FR-UI
874,42,Customized information is displayed.,F,FR-UI
875,42,Each entry is shown in full.,F,FR-Data
876,42,The text and time/date of a note that has been entered is displayed starting with most recent.,F,FR-UI
877,42,New and Delete buttons will allow the physician/pharmacist to add a notation to the patientâs file.,F,FR-Data
878,42,A description and time/date of each prescription that has been ordered or given is displayed starting with most recent.,F,FR-UI
879,43,All users of the system shall login using some form of unique identification.,SE,NFR-SE
880,43,All login attempts shall be done so in a secure manner.,SE,NFR-SE
881,43,The system shall be compatible with the Microsoft Windows Operating System.,O,NFR-O
882,45,The system shall allow the administrator to remove equipment.,F,FR-Integration
883,45,The system shall allow the administrator to install additional distributed location templates.,F,FR-Integration
884,45,The system shall allow the administrator to remove physical locations.,F,FR-Integration
885,45,The system shall allow administrators to define negotiation rules for the organization.,F,FR-Integration
886,45,The system shall give the mediator privileges to schedule location and equipment resources.,F,FR-Integration
887,45,The system shall allow the mediator to negotiate a meeting date.,F,FR-Integration
888,45,The system shall allow the mediator to solve a date conflict.,F,FR-Integration
889,45,The system shall allow the mediator to negotiate a location / equipment.,F,FR-Integration
890,45,The system shall allow the mediator to solve a location conflict.,F,FR-Integration
891,45,The system shall allow the mediator to send and receive messages from users.,F,FR-Notification
892,45,The system shall allow the initiator to view the information of any meetings which they initiated.,F,FR-Integration
893,45,The system shall allow the initiator to cancel any meetings which they initiated.,F,FR-Integration
894,45,The system shall allow the initiator to send and receive messages from users.,F,FR-Notification
895,45,The system shall authenticate users at the beginning each session.,F,FR-Integration
896,45,The system shall allow the user to view their schedule.,F,FR-Integration
897,45,The system shall notify the user of any schedule changes.,F,FR-Notification
898,45,The system shall allow users to send and receive messages.,F,FR-Notification
899,45,The system shall request a user response to initiator or mediator messages.,F,FR-Notification
900,45,The system shall allow the user to modify the date preference set of an already submitted meeting response.,F,FR-Integration
901,45, The system shall allow the user to modify the location preference set of an already submitted meeting response.,F,FR-Integration
902,45,The system shall allow the user to modify the equipment requirement set of an already submitted meeting response.,F,FR-Integration
903,45,The system shall allow the user to modify the date exclusion set of an already submitted meeting response.,F,FR-Integration
904,45,The system shall allow the user to change the password.,F,FR-Integration
905,45,The system shall allow the user to view past attended meetings.,F,FR-Integration
906,45,The system shall allow the user to view pending meetings.,F,FR-Integration
907,45,The system shall show the meetings to the user in ascending time order by default.,F,FR-UI
908,45,The system shall allow users to view equipment information.,F,FR-Integration
909,45,The system shall allow users to view other usersâ information.,F,FR-UI
910,45,The system shall allow user to specify custom meeting locations.,F,FR-Integration
911,45,The system shall allow users to view location information.,F,FR-Integration
912,45,The system shall allow users to search  for available distributed location templates(if any).,F,FR-Integration
913,45,The system shall allow users to view information concerning the available distributed location templates(if any).,F,FR-Integration
914,45,The web application shall add no more than 5 seconds of perceivable overhead time to any necessary web and database transaction time.,PE,NFR-PE
915,45,The system shall utilize HTTPS communication to ensure data confidentiality.,SE,NFR-SE
916,45,User authentication and privileges are defined outside the scope of the sytem by the Microsoft Active Directroy Server.,SE,NFR-SE
917,45,Personal information security is defined outside the scope of the SDMS by the database server.,SE,NFR-SE
918,45,Users shall be required to log into the system for all operations except the operations on the login page.,SE,NFR-SE
919,45,The system shall run on Windows Server 2003.,PO,NFR-PO
920,45,The system shall be compatible with IIS6.0 and above or  Apache 2.0 and above.,PO,NFR-PO
921,46,The system shall display all the products that can be configured.,F,FR-UI
922,46,The system shall allow user to select the product to configure.,F,FR-Integration
923,46,The system shall display all the available components of the product to configure.,F,FR-UI
924,46,The system shall enable user to add one or more component to the configuration.,F,FR-Integration
925,46,The system shall notify the user about any conflict in the current configuration.,F,FR-Notification
926,46,The system shall allow user to confirm the completion of current configuration.,F,FR-Integration
927,46,The system shall display detailed information of the selected products.,F,FR-UI
928,46,The system shall provide browsing options to see product details.,F,FR-Integration
929,46,The system shall display detailed product categorization to the user.,F,FR-UI
930,46,The system shall enable user to enter the search text on the screen.,F,FR-UI
931,46,The system shall enable user to select multiple options on the screen to search.,F,FR-UI
932,46,The system shall display all the matching products based on the search.,F,FR-UI
933,46,The system shall display only 10 matching result on the current screen.,F,FR-UI
934,46,The system shall enable user to navigate between the search results.,F,FR-Integration
935,46,The system shall notify the user when no matching product is found on the search.,F,FR-Notification
936,46,The system shall allow user to create profile and set his credential.,F,FR-Integration
937,46,The system shall authenticate user credentials to view the profile.,F,FR-Integration
938,46,The system shall allow user to update the profile information.,F,FR-Integration
939,46,The system shall display both the active and completed order history in the customer profile.,F,FR-UI
940,46,The system shall allow user to select the order from the order history.,F,FR-Integration
941,46,The system shall display the detailed information about the selected order.,F,FR-UI
942,46,The system shall display the most frequently searched items by the user in the profile.,F,FR-UI
943,46,The system shall allow user to register for newsletters and surveys in the profile.,F,FR-Integration
944,46,The system shall allow user to select the support type he wants.,F,FR-Integration
945,46,The system shall allow user to enter the customer and product information for the support.,F,FR-Integration
946,46,The system shall display the customer support contact numbers on the screen.,F,FR-UI
947,46,The system shall allow user to enter the contact number for support personnel to call.,F,FR-Integration
948,46,The system shall display the online help upon request.,F,FR-UI
949,46,The system shall display the FAQâs upon request.,F,FR-UI
950,46,The system shall maintain customer email information as a required part of customer profile.,F,FR-Integration
951,46,The system shall send an order confirmation to the user through email.,F,FR-Notification
952,46,The system shall display detailed invoice for current order once it is confirmed.,F,FR-UI
953,46,The system shall optionally allow user to print the invoice.,F,FR-Integration
954,46,The system shall provide shopping cart during online purchase.,F,FR-Integration
955,46,The system shall allow user to add/remove products in the shopping cart.,F,FR-Integration
956,46,The system shall display different shipping options provided by shipping department.,F,FR-UI
957,46,The system shall enable user to select the shipping method during payment process.,F,FR-Integration
958,46,The system shall display the shipping charges.,F,FR-UI
959,46,The system shall display tentative duration for shipping.,F,FR-UI
960,46,The system shall allow user to enter the order information for tracking.,F,FR-Integration
961,46,The system shall display the current tracking information about the order.,F,FR-UI
962,46,The system shall calculate tax for the order.,F,FR-Logic
963,46,The system shall display tax information for the order.,F,FR-UI
964,46,The system shall display available payment methods for payment.,F,FR-UI
965,46,The system shall allow user to select the payment method for order.,F,FR-Integration
966,46,The system shall display the orders that are eligible to change.,F,FR-UI
967,46,The system shall allow user to select the order to be changed.,F,FR-Integration
968,46,The system shall allow user to cancel the order.,F,FR-Integration
969,46,The system shall notify the user about any changes made to the order.,F,FR-Notification
970,46,The system shall enable the user to enter their reviews and ratings.,F,FR-Integration
971,46,The system shall display all the available financing options.,F,FR-UI
972,46,The system shall allow user to select the financing option.,F,FR-Integration
973,46,The system shall notify the use about the financing request.,F,FR-Notification
974,46,The system shall allow user to view detailed sitemap.,F,FR-Integration
975,46,The system shall display all the available promotions to the user.,F,FR-UI
976,46,The system shall allow user to select available promotion.,F,FR-Integration
977,46,The system shall allow user to confirm the purchase.,F,FR-Integration
978,46,The system shall enable user to enter the payment information.,F,FR-Integration
979,46,The system shall provide a uniform look and feel between all the web pages.,LF,NFR-LF
980,46,The system shall provide a digital image for each product in the product catalog.,US,NFR-US
981,46,The system shall provide use of icons and toolbars.,US,NFR-US
982,46,The system shall provide handicap access.,US,NFR-US
983,46,The system shall provide multi language support.,US,NFR-US
984,46,The system shall provide a contractual agreement with an internet service provider for T3 access with 99.9999% availability.,A,NFR-A
985,46,The system shall provide a contractual agreement with an internet service provider who can provide 99.999% availability through their network facilities onto the internet.,A,NFR-A
986,46,The product shall be based on web and has to be run from a web server.,O,NFR-O
987,46,The product shall take initial load time depending on internet connection strength which also depends on the media from which the product is run.,PE,NFR-PE
988,46,The performance shall depend upon hardware components of the client/customer.,PE,NFR-PE
989,46,The system shall use secure sockets in all transactions that include any confidential customer information.,SE,NFR-SE
990,46,The system shall automatically log out all customers after a period of inactivity.,SE,NFR-SE
991,46,The system shall confirm all transactions with the customerâs web browser.,US,NFR-US
992,46,The system shall not leave any cookies on the customerâs computer containing the userâs password.,SE,NFR-SE
993,46,The system shall not leave any cookies on the customerâs computer containing any of the userâs confidential information.,SE,NFR-SE
994,46,The customerâs web browser shall never display a customerâs password.  It shall always be echoed with special characters representing typed characters.,SE,NFR-SE
995,46,The customerâs web browser shall never display a customerâs credit card number after retrieving from the database.  It shall always be shown with just the last 4 digits of the credit card number.,SE,NFR-SE
996,46,The systemâs back-end servers shall never display a customerâs password.  The customerâs password may be reset but never shown.,SE,NFR-SE
997,46,The systemâs back-end databases shall be encrypted.,SE,NFR-SE
